y_train.index,y_train
2023-09-13,1.0463269207162023
2023-09-14,1.2950825934811512
2023-09-15,1.4435995841105775
2023-09-16,1.2151229658632083
2023-09-17,1.4750961791201702
2023-09-18,1.3585814892389882
2023-09-19,1.4377670537374958
2023-09-20,1.7205436547830792
2023-09-21,1.6120873356336842
2023-09-22,1.342529427867506
2023-09-23,1.1317960983631066
2023-09-24,1.1746157879875763
2023-09-25,1.2481078614079797
2023-09-26,1.5451416836422054
2023-09-27,1.5856621139170026
2023-09-28,1.4418841533651474
2023-09-29,1.1828378078544484
2023-09-30,0.2774551942259347
2023-10-01,1.0296521885239016
2023-10-02,1.7192036708111307
2023-10-03,0.8117684887459806
2023-10-04,0.6792632899015879
2023-10-05,0.555127364306514
2023-10-06,1.2240899715703217
2023-10-07,1.996315701465916
2023-10-08,1.812686404938916
2023-10-09,1.197670613325489
2023-10-10,-0.05676608129762251
2023-10-11,1.4001216774100098
2023-10-12,1.284089730738654
2023-10-13,1.4666769975786926
2023-10-14,0.6536515151515151
2023-10-15,1.5991562524874632
2023-10-16,2.0911607905510885
2023-10-17,2.062244855967077
2023-10-18,1.6087996948082721
2023-10-19,1.293514148934358
2023-10-20,1.3219620335699254
2023-10-21,1.4480967993754876
2023-10-22,1.2869672419866152
2023-10-23,1.0251881296273821
2023-10-24,1.4345934122861295
2023-10-25,1.5458752760222343
2023-10-26,1.8035461265485477
2023-10-27,1.763097008571266
2023-10-28,1.7394175306314799
2023-10-29,1.7936788027697117
2023-10-30,1.5534553831231817
2023-10-31,1.9792102004151335
2023-11-01,1.5011456075100942
2023-11-02,0.25892087425412863
2023-11-03,1.2656307034468373
2023-11-04,1.955073870831575
2023-11-05,1.6734674260011604
2023-11-06,1.7168445237159522
2023-11-07,2.1117341787846042
2023-11-08,1.806021704797369
2023-11-09,1.563588785046729
2023-11-10,1.4709752728783934
2023-11-11,0.6366220933672563
2023-11-12,1.4051317912856376
2023-11-13,1.106223866194918
2023-11-14,1.3603079215296752
2023-11-15,1.6542954390742002
2023-11-16,1.325682868097684
2023-11-17,1.3456617774441304
2023-11-18,0.9887027226807936
2023-11-19,0.33847104374330633
2023-11-20,1.4360538811515313
2023-11-21,1.7456917359488147
2023-11-22,1.5029017582687816
2023-11-23,1.473811967876336
2023-11-24,1.2880709761183462
2023-11-25,1.340272268907563
2023-11-26,0.7541369816354915
2023-11-27,1.8261610483223314
2023-11-28,1.2256355617225831
2023-11-29,0.5158177565577099
2023-11-30,1.4958951560618694
2023-12-01,0.4685334217830771
2023-12-02,0.0666018541022882
2023-12-03,1.205963040579158
2023-12-04,1.4740095507605233
2023-12-05,1.4308096113006754
2023-12-06,1.4615938816227
2023-12-07,1.4862987599023971
2023-12-08,1.0998690372251765
2023-12-09,1.0742751627846707
2023-12-10,0.17629242081447946
2023-12-11,1.345063827306818
2023-12-12,1.561911360082345
2023-12-13,1.5074820872566304
2023-12-14,1.104301009731619
2023-12-15,0.8307966752920882
2023-12-16,1.2306756416255713
2023-12-17,1.4533684210526316
2023-12-18,1.3709058176994504
2023-12-19,1.5042061176283774
2023-12-20,1.135521775622494
2023-12-21,0.5523527950310559
2023-12-22,1.1013498417426923
2023-12-23,1.0174951695064114
2023-12-24,-0.1409061779031018
2023-12-25,1.3191222917936503
2023-12-26,0.9984785567226161
2023-12-27,0.5185339624711949
2023-12-28,0.21870618228170807
2023-12-29,1.51667956366541
2023-12-30,1.2767169014775905
2023-12-31,2.099458074273231
2024-01-01,1.3710099230269868
2024-01-02,0.7932888394512421
2024-01-03,0.5979132122780761
2024-01-04,1.0223643826498539
2024-01-05,0.7112150475277983
2024-01-06,0.10262231608588523
2024-01-07,1.2784401074812615
2024-01-08,1.2282476844233388
2024-01-09,1.4782297198315322
2024-01-10,1.7200521674899598
2024-01-11,1.2954055280617205
2024-01-12,1.2549544014591532
