y_train.index,y_train
2024-01-13,1.1753531148446295
2024-01-14,1.1137195598894507
2024-01-15,1.5931035155868745
2024-01-16,1.0707034064650782
2024-01-17,1.1799217540482871
2024-01-18,-0.17382992895204286
2024-01-19,0.7552020515132728
2024-01-20,0.7726970560303894
2024-01-21,0.6082101806239736
2024-01-22,1.8034005841082281
2024-01-23,1.3596633283613895
2024-01-24,1.5365735115431352
2024-01-25,1.4638934560999675
2024-01-26,1.2119233480406235
2024-01-27,1.0718805488297014
2024-01-28,1.494150351925238
2024-01-29,1.1112465191484264
2024-01-30,1.325162672591652
2024-01-31,1.1125678855901522
2024-02-01,0.07420291908743092
2024-02-02,1.292340757058808
2024-02-03,1.1188682939564025
2024-02-04,1.490720369056068
2024-02-05,1.0496720208561097
2024-02-06,1.349053566328253
2024-02-07,1.7528344218975922
2024-02-08,1.3214295013670094
2024-02-09,1.1570764312699797
2024-02-10,1.105763174469872
2024-02-11,0.43675251534518744
2024-02-12,0.2951170619161087
2024-02-13,0.912193478342256
2024-02-14,1.1396532438478746
2024-02-15,0.6962789358990173
2024-02-16,1.249239135619902
2024-02-17,1.9303666806697473
2024-02-18,1.3509583746801066
2024-02-19,1.1582392776523704
2024-02-20,0.7410301098447497
2024-02-21,0.9847270277718239
2024-02-22,1.3722993629485405
2024-02-23,0.45891082145536427
2024-02-24,0.6264978213507625
2024-02-25,1.2118012966532328
2024-02-26,1.3137529218853576
2024-02-27,0.2963927227101632
2024-02-28,1.182358649427748
2024-02-29,1.0320533043241775
2024-03-01,0.30088468994893935
2024-03-02,1.1540824384080857
2024-03-03,0.7130103065185385
2024-03-04,0.7491175380775006
2024-03-05,1.262441841434617
2024-03-06,0.0835240365514501
2024-03-07,0.7612224363698206
2024-03-08,1.2273748419251658
2024-03-09,0.8802248293705668
2024-03-10,0.8816642808240492
2024-03-11,1.307923922316455
2024-03-12,0.6819558709391287
2024-03-13,0.5796118680530655
2024-03-14,0.8282686288506945
2024-03-15,1.06363067572399
2024-03-16,0.6113515565679575
2024-03-17,0.8818537685774946
2024-03-18,1.2377325972015307
2024-03-19,0.6671251131878835
2024-03-20,0.6589904096946352
2024-03-21,0.795592410334059
2024-03-22,0.05190715960822175
2024-03-23,0.3136564868312448
2024-03-24,0.43194843654733905
2024-03-25,-0.20891579248682415
2024-03-26,-0.11416493582574412
2024-03-27,0.9664091609605748
2024-03-28,0.8675011379153394
2024-03-29,1.1210591883062957
2024-03-30,1.1029755451150465
2024-03-31,1.265485270910047
2024-04-01,1.4516109514445623
2024-04-02,0.9842701703962226
2024-04-03,0.9685186824862763
2024-04-04,1.320570612523672
2024-04-05,1.7477847591429034
2024-04-06,1.4712847372301745
2024-04-07,1.2577688186303113
2024-04-08,1.2027664446294757
2024-04-09,1.2381695267810713
2024-04-10,1.021897272640882
2024-04-11,0.858258497691985
2024-04-12,1.2478008222932848
2024-04-13,1.7708852035321994
2024-04-14,1.2704373980424148
2024-04-15,-0.2506250724805754
2024-04-16,1.0270454402085918
2024-04-17,1.6669475296821141
2024-04-18,0.8804413264671496
2024-04-19,0.904034663649455
2024-04-20,1.0351998774697508
2024-04-21,2.0819449213652907
2024-04-22,0.6853364666520623
2024-04-23,0.7383205252678172
2024-04-24,0.6451311222522175
2024-04-25,0.8860219053523456
2024-04-26,1.1720851468797673
2024-04-27,0.8342036242250835
2024-04-28,1.6611629707208233
2024-04-29,1.3981406758677613
2024-04-30,1.062409428392522
2024-05-01,1.290842976275131
2024-05-02,1.6845802414442355
2024-05-03,1.2396697809887656
2024-05-04,1.1136050575657896
2024-05-05,1.6410238163013569
2024-05-06,1.089562314178486
2024-05-07,0.27076411960132896
2024-05-08,0.6077001613133769
2024-05-09,1.6133790908186607
2024-05-10,1.2758716269463846
2024-05-11,1.0129582865693976
2024-05-12,0.46579757175628034
2024-05-13,1.0094040195378111
2024-05-14,1.2202208432537824
2024-05-15,1.5292960141595378
2024-05-16,1.743850201933668
2024-05-17,1.846643795334248
2024-05-18,1.597038515266414
2024-05-19,-0.0476696843416199
2024-05-20,1.4927652030308916
2024-05-21,1.250176027284229
2024-05-22,1.1295194452526427
2024-05-23,0.8047877925289909
2024-05-24,0.7983930646170344
2024-05-25,1.3506328151723614
2024-05-26,1.0955816135084426
2024-05-27,1.2546295846490163
2024-05-28,0.858651305683564
2024-05-29,1.6182639164830401
2024-05-30,1.7480196548166542
2024-05-31,1.4168967685903386
2024-06-01,1.1429748127978216
2024-06-02,1.614845765204971
2024-06-03,0.2852423635122337
2024-06-04,0.6291061169313957
2024-06-05,0.9850447217464592
2024-06-06,1.256374650512582
