y_test.index,y_real
2024-06-07,1.3466128795657915
2024-06-08,1.299173921646221
2024-06-09,1.4589788608750616
2024-06-10,1.6470843318498234
2024-06-11,0.059439438974549653
2024-06-12,1.2292784420340113
2024-06-13,1.359291455640386
2024-06-14,0.78269707348314
2024-06-15,0.8896698891008441
2024-06-16,0.7869606741573033
2024-06-17,-0.02947697033438488
2024-06-18,1.132720420476247
2024-06-19,0.9927183287755468
2024-06-20,1.1839652714370383
2024-06-21,1.1236664460622108
2024-06-22,0.5989053190725719
2024-06-23,0.014084973504920436
2024-06-24,1.2298136344909485
2024-06-25,1.460878885316185
2024-06-26,1.4184012615235324
2024-06-27,0.8699768580147044
2024-06-28,1.218947554821002
2024-06-29,0.8486699866391351
2024-06-30,1.3071122594682805
2024-07-01,1.1207197130404598
2024-07-02,1.0820484633016798
2024-07-03,0.678132138857783
2024-07-04,1.3826908172981114
2024-07-05,1.108358922669417
2024-07-06,0.5840868665977249
2024-07-07,1.3594308405029782
2024-07-08,1.1533630570810771
2024-07-09,1.1884175448077097
2024-07-10,1.1344555873925501
2024-07-11,2.2350122868199938
2024-07-12,1.3213382756256427
2024-07-13,0.8369352006509916
2024-07-14,1.1534885195991373
2024-07-15,1.6181074010520688
2024-07-16,0.7398251278888361
2024-07-17,1.0566431106705467
2024-07-18,1.04807733685796
2024-07-19,1.7003574530634065
2024-07-20,2.1923505976095616
2024-07-21,1.0944288717589346
2024-07-22,0.5695439920115388
2024-07-23,1.580295676181146
2024-07-24,0.5843984962406017
2024-07-25,1.3148972141229511
2024-07-26,1.4634760705289673
2024-07-27,-0.2643915961482342
2024-07-28,1.058266879319511
2024-07-29,1.2612990260594894
2024-07-30,1.4785736548324033
2024-07-31,1.3680787773104928
2024-08-01,1.3397901163900021
2024-08-02,0.6893660531697344
2024-08-03,0.0058315456700913865
2024-08-04,-0.4052350619056164
2024-08-05,1.233852196683154
2024-08-06,1.1849020388947236
2024-08-07,0.7679747406405053
2024-08-08,1.3663867295946703
2024-08-09,1.1458272753707472
2024-08-10,0.8650634632819583
2024-08-11,0.8298535611271355
2024-08-12,0.7794883281071123
2024-08-13,0.37733602308705266
